tweet,tweet_1,tweet_2,mentions,themes,HS,TR,AG
@queensoverbitch I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂,I like Twitter cause we're so irrelevant here that no one pays attention to us,like twitter cause irrelevant pay attention,"['@queensoverbitch', 'Alicia Keys']",[],0,0,0
Merica AF 💪🏼 https://t.co/4AQOWUssSq,Merica AF,merica af,[],[],0,0,0
Me flirting- So tell me about your father...,Me flirting- So tell me about your father...,flirt tell father,[],['De Patre Vostro'],0,0,0
Me flirting- Tell me about your father... Start at the part when he left... https://t.co/xRWJiz0gKU,Me flirting- Tell me about your father... Start at the part when he left...,flirt tell father start leave,[],['De Patre Vostro'],0,0,0
Shoutout to me for being fucking AWESOME,Shoutout to me for being fucking AWESOME,shoutout fuck awesome,[],[],0,0,0
"Me trying to flirt- Hey cum dumpster, wanna fuck?","Me trying to flirt- Hey cum dumpster, wanna fuck?",try flirt hey cum dumpster wanna fuck,['Dumpster'],[],0,0,0
Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that's not what phones are for,Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that's not what phones are for,anytime assume accident cause human know phone,[],[],0,0,0
When your Mexican friend texts you 'viva la Mexico' on the 4th of July https://t.co/cH6Jrqmx2K,When your Mexican friend texts you 'viva la Mexico' on the th of July,mexican friend text viva la mexico th july,[],"['Viva la Mexico', 'Mexico']",0,0,0
Wearing extensions around me is as dumb as wearing panties around me... They both getting ripped off of you,Wearing extensions around me is as dumb as wearing panties around me... They both getting ripped off of you,wear extension dumb wear pantie getting rip,[],[],0,0,0
Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF,Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF,shoutout accidentally blow finger video today good laugh tomorrow patriotic af,[],"['Canadian', '100', 'Rowan &amp', 'Martin', 'Today', 'U.S.', 'Tomorrow']",0,0,0
When your inner unicorn is showing https://t.co/HY6MK3hMxf,When your inner unicorn is showing,inner unicorn,[],['Inner Mongolia'],0,0,0
When you just stuffed your fucking face and the waiter asks you if you want dessert https://t.co/5XNoVIOZpL,When you just stuffed your fucking face and the waiter asks you if you want dessert,stuff fucking face waiter ask want dessert,[],[],0,0,0
When you're on a date with someone that won't stop talking about their ex https://t.co/mKfGcsvUir,When you're on a date with someone that won't stop talking about their ex,date stop talk ex,[],['F-number'],0,0,0
Pathetic is not attractive,Pathetic is not attractive,pathetic attractive,[],[],0,0,0
RT @Scouse_ma: 😂😂😂 https://t.co/ueBm0enQzH,:,,['@Scouse_ma'],[],0,0,0
RT @T_Bonezzz_: My signature move is out of your life.,: My signature move is out of your life.,signature life,['@T_Bonezzz_'],[],0,0,0
After we've had sex once https://t.co/LpXDbTkLQX,After we've had sex once,ve sex,[],[],0,0,0
And people with ugly faces should wear masks https://t.co/NduTR125v1,And people with ugly faces should wear masks,people ugly face wear mask,[],[],0,0,0
*cough cough* loser https://t.co/rRDUZpaPbs,*cough cough* loser,cough cough loser,[],['Cough Cough'],0,0,0
When you get to the liquor store with 2 minutes till closing and they're locking the door https://t.co/EcPZKhGS9Z,When you get to the liquor store with minutes till closing and they're locking the door,liquor store minute till closing lock door,[],['Door'],0,0,0
"When you think you finally found the one, then you find out he cries after he cums https://t.co/YVplrt2C8j","When you think you finally found the one, then you find out he cries after he cums",think finally find find cry cum,"['Aretha Franklin', 'Aretha Franklin']",['Christmas'],0,0,0
"Friend- it's been a long time, what have you been up to? Me- https://t.co/uxlGtLRo4A","Friend- it's been a long time, what have you been up to? Me-",friend long time,[],[],0,0,0
When your pathetic ex finally dies https://t.co/lnIDW2t1x0,When your pathetic ex finally dies,pathetic ex finally die,[],[],0,0,0
If you only knew what your name is in my phone. 😈,If you only knew what your name is in my phone.,know phone,[],[],0,0,0
Me- I read this article about it Also me- I really just read the headline and made up the rest,Me- I read this article about it Also me- I really just read the headline and made up the rest,read article read headline rest,[],"['Middle English', 'Article (grammar)']",0,0,0
Ever been so hungover that your stomach feels like it's eating itself,Ever been so hungover that your stomach feels like it's eating itself,hungover stomach feel like eat,[],['Hangover'],0,0,0
How I feel when I buy a round of shots https://t.co/lrYT4GqRHD,How I feel when I buy a round of shots,feel buy round shot,[],[],0,0,0
"@SantinaDiMaggio but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings 😘","but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings",seriously silver look sexy af like easy access birthday spanking,"['@SantinaDiMaggio', 'Katy Perry']",[],0,0,0
@SantinaDiMaggio good girl,good girl,good girl,['@SantinaDiMaggio'],[],0,0,0
"Do you ever look at certain people and think, if I ever look like that just kill me","Do you ever look at certain people and think, if I ever look like that just kill me",look certain people think look like kill,[],['UK'],0,0,0
Do you ever see people in your feed and think 'lol I fucked you',Do you ever see people in your feed and think 'lol I fucked you',people feed think lol fuck,[],['LOL'],0,0,0
When you're high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over,When you're high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over,high af facetime tune friend rant tap screen video,[],[],0,0,0
Mood GO HOME AND GET YA FUCKIN SHINE BOX,Mood GO HOME AND GET YA FUCKIN SHINE BOX,mood home ya fuckin shine box,[],[],0,0,0
How to kidnap me https://t.co/Q46Xocec8k,How to kidnap me,kidnap,[],[],0,0,0
Friend- I'm getting married Me- https://t.co/hzRDvjRHJU,Friend- I'm getting married Me-,friend getting marry,[],['U.S.'],0,0,0
Don't text these hoes... If you're doing your job right they'll text you when you're needed,Don't text these hoes... If you're doing your job right they'll text you when you're needed,text hoe job right ll text need,"['Janet Jackson', 'Janet Jackson']",[],0,0,0
Thems the rules https://t.co/wzIxnA6BCA,Thems the rules,rule,[],[],0,0,0
You ever look at someone and think 'yeah Ima fuck you',You ever look at someone and think 'yeah Ima fuck you',look think yeah fuck,"['Chris Brown', 'Mellon Collie']",['the Infinite Sadness'],0,0,0
RT @valentinaveshi: My kind of Pokemon presented by the best: @Yourfuckboy1 https://t.co/lJ68uo0xrG,: My kind of Pokemon presented by the best:,kind pokemon present good,"['@valentinaveshi', '@Yourfuckboy1', 'Pokémon']",[],0,0,0
When your selfie game is weak AF https://t.co/Q7lwtaWRxG,When your selfie game is weak AF,selfie game weak af,[],"['Selfie', 'Autofocus']",0,0,0
When his dick game is garbage but his mouth game is fire AF https://t.co/kLB5844oPj,When his dick game is garbage but his mouth game is fire AF,dick game garbage mouth game fire af,[],[],0,0,0
"Yeah, I text back in a timely manner... I'm about getting laid not playing games","Yeah, I text back in a timely manner... I'm about getting laid not playing games",yeah text timely manner getting lay play game,[],[],0,0,0
When you stick it in the wrong hole on 'accident' https://t.co/KHAxEv48Bb,When you stick it in the wrong hole on 'accident',stick wrong hole accident,[],[],0,0,0
Talent- Meeting up with complete strangers for sex,Talent- Meeting up with complete strangers for sex,talent meeting complete stranger sex,[],['Gender'],0,0,0
When it goes from 'you gotta wear a condom' to 'just don't cum in me' https://t.co/tA6EvK1vSF,When it goes from 'you gotta wear a condom' to 'just don't cum in me',wear condom cum,[],[],0,0,0
"Friend- she's cool, you should keep this one around Me- https://t.co/Ii4QYJolR9","Friend- she's cool, you should keep this one around Me-",friend cool,[],[],0,0,0
@themeredith 💀💀💀,,,['@themeredith'],[],0,0,0
"RT @themeredith: 'You know, the thing is...we ate drugs so...' -my basic excuse for not doing things",": 'You know, the thing is...we ate drugs so...' -my basic excuse for not doing things",know thing iswe eat drug basic excuse thing,['@themeredith'],[],0,0,0
When the gut rot kicks in after a long weekend of drinking https://t.co/DltmhryxtZ,When the gut rot kicks in after a long weekend of drinking,gut rot kick long weekend drinking,[],[],0,0,0
When you forget to finish contouring https://t.co/b5z1mqeZU1,When you forget to finish contouring,forget finish contouring,[],[],0,0,0
Sometimes I just wanna crash into psychic reading places and ask them if they saw that coming...,Sometimes I just wanna crash into psychic reading places and ask them if they saw that coming...,wanna crash psychic reading place ask come,[],[],0,0,0
When you're leaving the dick appointment and it was fire AF https://t.co/SN59E3Fzya,When you're leaving the dick appointment and it was fire AF,leave dick appointment fire af,[],[],0,0,0
"Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam https://t.co/MaCLGFw5Mf","Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam",plastic surgeon khloe khloe ugly plastic surgeon fam,[],['House'],0,0,0
@taxo__ @Scouse_ma 😂😂😂😂,,,"['@taxo__', '@Scouse_ma']",[],0,0,0
"I wanna care sometimes, but this 'fuck it, who cares' attitude is too strong","I wanna care sometimes, but this 'fuck it, who cares' attitude is too strong",wanna care fuck care attitude strong,[],[],0,0,0
Idk how to feel about the tweet that followed this 🤔 https://t.co/93VeLIGIrR,Idk how to feel about the tweet that followed this,idk feel tweet follow,[],['IDK'],0,0,0
The savagery https://t.co/OMpWNvbUoA,The savagery,savagery,[],[],0,0,0
I just want a bank account as strong as that chair https://t.co/z0SjeHSGhT,I just want a bank account as strong as that chair,want bank account strong chair,[],[],0,0,0
I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life,I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life,bird fuckin bird fly totally opposite direction good sum sex life,[],[],0,0,0
@fuck________off my age but wishes she was younger,my age but wishes she was younger,age wish young,['@fuck________off'],[],0,0,0
You'd have to ask @instagram cause they have yet to respond to me https://t.co/Fe3J4jPO66,You'd have to ask cause they have yet to respond to me,ask cause respond,['@instagram'],[],0,0,0
@adprovost10 😭😭😭😭 nah man,nah man,nah man,['@adprovost10'],[],0,0,0
"You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?","You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?",talkin wanna fuck thing sudden desire fuck,[],[],0,0,0
